2	The effect of medicinal plants of Islamabad and Murree region of Pakistan on insulin secretion from INS-1 cells.In vitro testing of the extracts of medicinal plants collected from Islamabad and the Murree region on insulin secretagogue activity was carried out. Dried ethanol extracts of all plants (ZH1-ZH19) were dissolved in ethanol and DMSO, and tested at various concentrations (between 1 and 40 microg/mL) for insulin release from INS-1 cells in the presence of 5.5 mM glucose. Glibenclamide was used as a control. Promising insulin secretagogue activity in various plant extracts at 1, 10, 20 and 40 microg/mL was found, while in some cases a decrease in insulin secretion was also observed. Artemisia roxburghiana, Salvia coccinia and Monstera deliciosa showed insulin secretagogue activity at 1 microg/mL (p &lt; 0.05) while Abies pindrow, Centaurea iberica and Euphorbia helioscopia were active at 10 microg/mL (p &lt; 0.05). Extracts of Bauhinia variegata and Bergenia himalacia showed effects at 20 microg/mL (p &lt; 0.05), and Taraxacum officinale and Viburnum foetens at 40 microg/mL (p &lt; 0.05). Insulin secretagogue activity could not be detected in the extracts of Adhatoda vasica, Cassia fistula, Chrysanthemum leucanthemum, Morus alba, Plectranthus rugosus, Peganum harmala and Olea ferruginea. The results suggest that medicinal plants of Islamabad and the Murree region of Pakistan may be potential natural resources for antidiabetic compounds.	abies pindrow insulin secretion
1	Content variations of triterpenic acid, nucleoside, nucleobase, and sugar in jujube (Ziziphus jujuba) fruit during ripening.Jujube (Ziziphus jujuba) fruit is widely consumed as food and traditional Chinese medicine in Asian countries due to its potential effects for human health. To facilitate selection of the maturity stage providing optimum health benefits, jujube fruits were analysed at six stages of growth (S1-6) for triterpenic acids, nucleosides, nucleobases, and sugars by UHPLC-MS/MS or HPLC-ELSD methods. The content levels of most triterpenic acids and sugars increased with ripening, and reached the highest at S5 and S6, respectively. The accumulation of the cyclic nucleotides (cAMP and cGMP) was mainly in the later stage of ripening (S5-6). Therefore, if taking triterpenic acids as the major quality indicator, S5 should be the ideal time to harvest jujube fruit, and the full ripen stage (S6) maybe the best choice when taking sugars and cyclic nucleotides as the most important components. 	jujube cyclic nucleotides
3	Selective stimulation by cinnamaldehyde of progesterone secretion in human adrenal cells.AIMS: Cinnamon bark has been used to treat menstrual pain and infertility. While several pharmacological studies have suggested anti-inflammatory properties, the mechanisms by which the herb exerts its various activities have not been well understood. Recent reports suggest menstrual distress is related to higher estradiol levels, higher estradiol/progesterone ratios. Cinnamaldehyde, a major active constituent of Cinnamomum cassia has been shown to stimulate cathecholamine release from adrenal glands. The objective of the present study is to examine whether cinnamaldehyde stimulates secretion of progesterone and other steroid hormones in human adrenal cells. MAIN METHODS: Human adrenal cells, H295R were exposed for 24h in a serum-free medium to various concentrations of cinnamaldehyde. Steroid hormones in the cultured medium were measured by a highly sensitive LC-electrospray ionization-tandem mass spectrometry. KEY FINDINGS: Exposure to cinnamaldehyde increased progesterone release in a dose-dependent manner. Testosterone and dehydroepiandrosterone concentrations decreased in the presence of cinnamaldehyde. The release of cortisol or estradiol was not affected by treatment with cinnamaldehyde. cAMP in the cultured medium was increased from 0.06+/-0.0007pmol/ml to 0.12+/-0.0028pmol/ml by exposure to cinnamaldehyde. The addition of isobutylmehtylxanthine, a phosphodiesterase inhibitor, caused a doubling of the amount of cAMP up to 0.397+/-0.036pmol/ml in the presence of cinnamaldehyde. SIGNIFICANCE: These data suggest that cinnamaldehyde selectively induced progesterone production and inhibited production of testosterone and dehydroepiandrosterone in human adrenal cells.	cinnamaldehyde menstrual pain
2	Medicinal Plants Targeting Cardiovascular Diseases in View of Avicenna.BACKGROUND: Cardiovascular disease (CVD) is a spectrum of diseases involving the heart and blood vessels, and the first cause of mortality worldwide. Medicinal plants have been used for thousands of years to treat CVD. In Traditional Persian Medicine (TPM), there is a special focus on heart diseases. Avicenna, a Persian physician of the eleventh century compiled a book devoted to this field named "The treatise on cardiac drugs" which is a compendium of TPM knowledge on CVD. Avicenna mentioned 50 cardiovascular active plants and described their therapeutic effects in the treatment of CVDs. METHODS: Here, we perform a detailed search in scientific databases to verify the cardiovascular activities of the medicinal plants suggested by Avicenna. Also, we discussed cardiovascular activities of a number of the most important suggested plants as well as their efficacy in clinical studies. Major bioactive compounds identified from these plants are also discussed. RESULTS: Pharmacological studies have revealed that the majority of these plants are effective in cardiovascular health with various mechanisms. Among them, Crocus sativus L., Cinnamomum cassia (L.) J. Presl, Punica granatum L., Ocimum basilicum L., Elettaria cardamomum (L.) Maton, Melissa officinalis L. and Phyllanthus emblica L. have proved to be more effective. CONCLUSION: The above-mentioned plants can be rich sources for developing new and effective pharmaceuticals for the treatment of CVDs.	punica granatum l cardiovascular disease
1	Dietary Ziziphus jujuba Fruit Influence on Aberrant Crypt Formation and Blood Cells in Colitis-Associated Colorectal Cancer in Mice.Ziziphus jujuba (ZJ) fruit is rich in bioactive functional components such as polysaccharides, triterpenoid acid, flavonoids and oleamide. It has been commonly used in the treatment of various diseases including diabetes, digestive disorders, diarrhea, skin infections, liver and urinary complaints. However, dietary effects with regard to chemoprevention of colon cancer have not been studied. The present study was performed to evaluate the protective effects of dietary ZJ against colitis-associated colon carcinogenesis in azoxymethane (AOM)-dextran sodium sulphate (DSS)-treated mice. AOM was injected (10 mg/kg b.wt., i.p.) and three cycles of 2% DSS in drinking water for 7 days with 14 days of normal drinking water in-between were administered to induce colitis-associated colon cancer. ZJ fruit was supplemented into feed at levels of 5 and 10%. Dietary ZJ significantly attenuated aberrant crypt foci (ACF) formation and also decreased the progression of hyperplasia to dysplasia. In addition, it significantly reduced circulating white blood cells, lymphocytes, neutrophils, monocytes, eosinophils, basophils and platelets compared to colon cancer mice. We conclude that ZJ supplementation may delay the progression of colon cancer from hyperplasia to dysplasia and ultimately adenocarcinoma and cancer. In addition, it decreased circulating tumor-related leukocytes, main regulators of cancer inflammation. Dietary consumption of ZJ fruit attenuated the formation of ACF and delayed the progression of colon cancer. 	ziziphus jujuba oleamide
1	A study on artifacts formation in the Thai traditional medicine Prasaplai.The artificial formation of three fatty acid esters, ( E)-4-(3,4-dimethoxyphenyl)but-3-en-1-yl linoleate ( 1), ( E)-4-(3,4-dimethoxyphenyl)but-3-en-1-yl oleate ( 2) and ( E)-4-(3,4-dimethoxyphenyl)but-3-en-1-yl palmitate ( 3) originating during storage by the interaction of components in Prasaplai preparation was investigated. The artifacts were not formed when 0.1 mL of water or more was added to 1.0 g of the mixture (1 : 1) of Zingiber cassumunar and Nigella sativa even when stored for 20 days. This result showed that water was able to stop the esterification reaction. The formation of the artifacts by chemical reaction under water-free conditions was evaluated. ( E)-4-(3,4-dimethoxyphenyl)but-3-en-1-ol was mixed with linoleic acid in the presence of anhydrous Na (2)SO (4) and stored in a dessicator for 7 days. The artifact ( 1) was formed in 6.0 % yield. It was concluded that a water-free environment is necessary for the direct chemical formation of the artificial esters.	zingiber cassumunar linoleic acid
3	Protective effect of total flavonoid C-glycosides from Abrus mollis extract on lipopolysaccharide-induced lipotoxicity in mice.Abrus mollis is a widely used traditional Chinese medicine for treating acute and chronic hepatitis, steatosis, and fibrosis. It was found that the total flavonoid C-glycosides from Abrus mollis extract (AME) showed potent antioxidant, anti-inflammatory, and hepatoprotective activities. To further investigate the hepatoprotective effect of AME and its possible mechanisms, lipopolysaccharide (LPS)-induced liver injury models were applied in the current study. The results indicated that AME significantly attenuated LPS-induced lipid accumulation in mouse primary hepatocytes as measured by triglyceride (TG) and total cholesterol (TC) assays and Oil Red O staining. Meanwhile, AME exerted a protective effect on LPS-induced liver injury as shown by decreased liver index, serum aminotransferase levels, and hepatic lipid accumulation. Real-time PCR and immunoblot data suggested that AME reversed the LPS-mediated lipid metabolism gene expression, such as sterol regulatory element-binding protein-1 (SREBP-1), fatty acid synthase (FAS), and acetyl-CoA carboxylase 1 (ACC1). In addition, LPS-induced overexpression of activating transcription factor 4 (ATF4), X-box-binding protein-1 (XBP-1), and C/EBP homologous protein (CHOP) were dramatically reversed by AME. Furthermore, AME also decreased the expression of LPS-enhanced interleukin-6 (IL-6) and cyclooxygenase-2 (COX-2). Here, it is demonstrated for the first time that AME ameliorated LPS-induced hepatic lipid accumulation and that this effect of AME can be attributed to its modulation of hepatic de novo fatty acid synthesis. This study also suggested that the hepatoprotective effect of AME may be related to its down-regulation of unfolded protein response (UPR) activation. 	flavonoid c-glycosides liver injury
3	Acute demyelinating encephalitis after jequirity pea ingestion (Abrus precatorius).INTRODUCTION: Castor and jequirity beans are uncommon causes of poisoning. The more common but less severe castor poisoning is well described, but jequirity bean (Abrus Precatorius) poisoning is rare. The toxicity is attributed to toxalbumins (ricin and abrin) that act by inhibiting protein synthesis. Their use as agents of biological warfare, mechanisms of action, and clinical features of poisoning are summarized. CASE REPORT: A 30-year-old previously healthy female presented with bloody diarrhea and deep coma following ingestion of 3-4 seeds of a plant called 'ratti.' Investigations, including an MRI brain scan, showed evidence of acute demyelinating encephalitis. The patient died three days later due to progressive central nervous system depression. DISCUSSION: This is a previously unreported manifestation of jequirity bean poisoning. Demyelination is immune-mediated, and Abrus is a well-known immuno-modulator and stimulator. A possible immunological pathogenic mechanism is hypothesized.	toxalbumins deep coma
2	[1-8-NalphaC]-Zanriorb A1, a Proapoptotic Orbitide from Leaves of Zanthoxylum riedelianum.A new orbitide named [1-8-NalphaC]-zanriorb A1 (1) was isolated and characterized from the leaves of Zanthoxylum riedelianum using NMR and mass spectrometry. The absolute configuration of the amino acids was determined using Marfey's method on the acid hydrolysates. Compound 1 induced cell death by apoptosis in Jurkat leukemia T cells (IC50 218 nM).	zanthoxylum riedelianum jurkat leukemia t
2	Traditional Japanese medicines inhibit compound action potentials in the frog sciatic nerve.ETHNOPHARMACOLOGICAL RELEVANCE: Traditional Japanese (Kampo) medicines have a variety of clinical effects including pain alleviation, but evidence for a mechanism for their pain relief has not yet been elucidated fully. Considering that Kampo medicine contains many plant-derived chemicals having an ability to inhibit nerve action potential conduction, it is possible that this medicine inhibits nerve conduction. The purpose of the present study was to know how various Kampo medicines affect nerve conduction. MATERIALS AND METHODS: We examined the effects of Kampo and crude medicines on compound action potentials (CAPs) recorded from the frog sciatic nerve by using the air-gap method. RESULTS: Daikenchuto, rikkosan, kikyoto, rikkunshito, shakuyakukanzoto and kakkonto concentration-dependently reduced the peak amplitude of the CAP. Among the Kampo medicines, daikenchuto was the most effective in inhibiting CAPs. Daikenchuto is composed of three kinds of crude medicine, Japanese pepper, processed ginger and ginseng radix. When the crude medicines were tested, Japanese pepper and processed ginger reduced CAP peak amplitudes, while ginseng radix hardly affected CAPs. Moreover, there was an interaction between the Japanese pepper and processed ginger activities in such that one medicine at low but not high concentrations increased the extent of the inhibition by the other one that was co-applied. CONCLUSIONS: Kampo medicines have an ability to inhibit nerve conduction. This action of daikenchuto is due to Japanese pepper and processed ginger but not ginseng radix, probably through an interaction between Japanese pepper and processed ginger in a manner dependent on their concentrations. Nerve conduction inhibition could contribute to at least a part of Kampo medicine's clinical effects such as pain alleviation.	japanese pepper pain
1	Protective Effect of Selected Medicinal Plants against Hydrogen Peroxide Induced Oxidative Damage on Biological Substrates.Oxidative stress is developed due to susceptibility of biological substrates to oxidation by generation of free radicals. In degenerative diseases, oxidative stress level can be reduced by antioxidants which neutralize free radicals. Primary objective of this work was to screen four medicinal plants, namely, Andrographis paniculata, Costus speciosus, Canthium parviflorum, and Abrus precatorius, for their antioxidant property using two biological substrates-RBC and microsomes. The antioxidative ability of three solvent extracts, methanol (100% and 80%) and aqueous leaf extracts, was studied at different concentrations by thiobarbituric acid reactive substances method using Fenton's reagent to induce oxidation in the substrates. The polyphenol and flavonoid content were analyzed to relate with the observed antioxidant effect of the extracts. The phytochemical screening indicated the presence of flavonoids, polyphenols, tannins, and beta-carotene in the samples. In microsomes, 80% methanol extract of Canthium and Costus and, in RBC, 80% methanol extract of Costus showed highest inhibition of oxidation and correlated well with the polyphenol and flavonoid content. From the results it can be concluded that antioxidants from medicinal plants are capable of inhibiting oxidation in biological systems, suggesting scope for their use as nutraceuticals. 	costus speciosus polyphenol
1	Characterization of isobutylhydroxyamides with NGF-potentiating activity from Zanthoxylum bungeanum.Eight isobutylhydroxyamides, including three new (1-3), qinbunamides A-C, and five known sanshools (4-8), ZP-amide A (4), ZP-amide B (5), ZP-amide E (6), ZP-amide C (7), and ZP-amide D (8), were isolated from the pericarps of cultivated Zanthoxylum bungeanum Maxim, cultivated in Qinling mountain area, Shaanxi, China. The structures of all compounds were determined on the basis of spectroscopic techniques, including 1D and 2D NMR analysis and comparison with previously reported data. Compounds 1 and 2 are the first example of isobutylhydroxyamides containing an ethoxy group, and compound 3 is a rare C11 fatty acid-containing sanshool existing in genus Zanthoxylum. The tested compounds enhanced nerve growth factor (NGF)-mediated neurite outgrowth (neurotrophic activity) in rat pheochromocytoma (PC12) cells, but were inactive in the inhibitory effects on the 1,1-diphenyl-2-picrylhydrazyl (DPPH) radical and growth of HCT116 cells at concentrations of 50muM.	Zanthoxylum sanshool
0	Angoline: a selective IL-6/STAT3 signaling pathway inhibitor isolated from Zanthoxylum nitidum.STAT3 signaling pathway is an important target for human cancer therapy. Thus, the identification of small-molecules that target STAT3 signaling will be of great interests in the development of anticancer agents. The aim of this study was to identify novel inhibitors of STAT3 pathway from the roots of Zanthoxylum nitidum (Roxb.) DC. The bioassay-guided fractionation of MeOH extract of Z. nitidum using a STAT3-responsive gene reporter assay led to the isolation of angoline (1) as a potent and selective inhibitor of the STAT3 signaling pathway (IC50=11.56 muM). Angoline inhibited STAT3 phosphorylation and its target gene expression and consequently induced growth inhibition of human cancer cells with constitutively activated STAT3 (IC50=3.14-4.72 muM). This work provided a novel lead for the development of anti-cancer agents targeting the STAT3 signaling pathway.	Angoline STAT3
1	Aroma constituents and alkylamides of red and green huajiao (Zanthoxylum bungeanum and Zanthoxylum schinifolium).Huajiao denotes the fruits of various species of Zanthoxylum in the plant family Rutaceare used for cooking. The two most commercially popular species are bungeanum (red huajiao) and schinifolium (green huajiao). Fresh huajiao has a very high content of essential oil, up to 11%, which is described as having fresh, spicy, floral, cooling, and green aroma notes. A comprehensive analysis of the essential oils by GC-MS using advanced peak deconvolution and data processing software, revealed many overlapping components. A total of 120 aroma compounds for each species has been found. In the essential oils, linalyl acetate (15%), linalool (13%), and limonene (12%) are the major components of red huajiao, whereas linalool (29%), limonene (14%), and sabinene (13%) are the major components of green huajiao. For estimation of the aroma contribution of individual components, a new concept, "aroma character impact value" (ACI), is introduced as the percentage of the ratio of the concentration of an aroma component to its odor threshold value. Despite the differences in major components, both species have six common compounds of top aroma character impact: linalool, alpha-terpineol, myrcene, 1,8-cineole, limonene, and geraniol. The tingling sensation of huajiao is caused mainly by the alkylamide hydroxy-alpha-sanshool. The tingling compound decomposes easily under hydrolytic conditions or under UV light.	Zanthoxylum 1,8-cineole
2	Antiasthmatic related properties of Abrus precatorius leaves on various models.OBJECTIVE: Asthma is a multifaceted inflammatory disorder which results into narrowing of airway with broncho-constriction and spasm. As the complex pathophysilogy of asthma, various animal models are generally used to investigate the immunological and physiological pathogenesis of disease. Abrus precatorius Linn (Fabacease) is a climbing shrub. The leaves and roots are sweet in taste and traditionally used for the treatment of asthma, bronchititis, and inflammation. A. precatorius possesses different pharmacological activities. Hence the objective of this study was to evaluate antiasthmatic activity of ethanol extract of A. precatorius leaves using various models. METHODS: In present study ethanol extract of A. precatorius leaves was evaluated for antiasthmatic activity using carrageenan induced paw edema in rats [100-150 mg/kg], histamine induced bronchospasm in guinea pig [200-400 mg/kg] and histamine induced contraction of goat tracheal chain [2.5-25 mug/ml]. RESULTS: Result of study revealed that ethanol extract of A. precatorius significantly exhibited anti-inflammatory effects in rats, oral treatment of extract on guinea pig significantly increases histamine induced preconvulsive dysponea times and the ethanol extract of plant increases got tracheal chain precontracted with histamine. CONCLUSION: Hence present study concludes that ethanol extract of A. precatorius possesses antiasthmatic activity.	a. precatorius asthma, bronchititis
2	Apoptosis inducing activity of benzophenanthridine-type alkaloids and 2-arylbenzofuran neolignans in HCT116 colon carcinoma cells.Thirteen compounds belonging to different classes of alkaloids (1-9) and lignans (10-13), isolated from the methanol extract of roots of the African medicinal plant Zanthoxylum capense, were assayed for their ability as apoptosis inducers in HCT116 colon carcinoma cells. The cytotoxicity of these compounds was evaluated in HCT116 colon carcinoma cells by the MTS assay. Out of the tested compounds, three benzophenanthridine alkaloids (1, 4, and 7), a dibenzyl butyrolactone lignan (10), and two 2-arylbenzofuran neolignans (12 and 13) displayed significant cytotoxicity to HCT116 cells, confirmed by the Guava ViaCount viability assay. The selected compounds (1, 4, 7, 10, 12, and 13) were further tested for apoptosis induction activity in HCT116 cells, by evaluation of nuclear morphology following Hoechst staining, and by caspase-3 like activity assays. Morphologic evaluation of HCT116 nuclei following Hoechst staining and fluorescence microscopy revealed that compounds 1, 4, 7, 10, 12, and 13 induced apoptosis in HCT116 colon carcinoma cells, producing similar, or higher, apoptosis levels when compared with 5-fluorouracil (5-FU), the cornerstone cytotoxic used in colon cancer treatment for several decades. In fact, HCT116 cells developed morphological changes characteristic of apoptosis, including chromatin condensation, nuclear fragmentation and formation of apoptotic bodies. Importantly, compounds 4 and 13 at 20 muM were the most promising in this study, inducing respectively ~11- and 7-fold increases in apoptotic cells as compared to vehicle control, whereas 5-FU increased apoptosis by ~2-fold. Apoptosis induction for compounds 4 and 13 was further confirmed by caspase-3-like activity assays, which showed respectively ~2- and 1.5-fold increases in caspase-3-like activity compared to vehicle control. These results suggested that specific benzophenanthridine alkaloids and 2-arylbenzofuran neolignans isolated from Zanthoxylum capense show strong anticancer activity in HCT116 colon carcinoma cells.	zanthoxylum capense colon carcinoma
1	Phytochemical and biological activities of four wild medicinal plants.The fruits of four wild plants, namely, Capparis decidua, Ficus carica, Syzygium cumini, and Ziziphus jujuba, are separately used as traditional dietary and remedial agents in remote areas of Khyber Pakhtunkhwa, Pakistan. The results of our study on these four plants revealed that the examined fruits were a valuable source of nutraceuticals and exhibited good level of antimicrobial activity. The fruits of these four investigated plants are promising source of polyphenols, flavonoids, alkaloids, terpenoids, and saponins. These four plants' fruits are good sources of iron, zinc, copper, manganese, selenium, and chromium. It was also observed that these fruits are potential source of antioxidant agent and the possible reason could be that these samples had good amount of phytochemicals. Hence, the proper propagation, conservation, and chemical investigation are recommended so that these fruits should be incorporated for the eradication of food and health related problems. 	syzygium cumini flavonoids
1	Effects of selected plant essential oils on the growth and development of mouse preimplantation embryos in vivo.Plant essential oils (EOs) have been reported to have health benefit properties and their preventive and therapeutic use in animals is expected to increase in the future. We evaluated the influence of five essential oils obtained from plant species which are known to have positive antimicrobial, antioxidative and anti-inflammatory effects--sage EO from Salvia officinalis L. (Lamiaceae), oregano EO from Origanum vulgare L. (Lamiaceae), thyme EO from Thymus vulgaris L. (Lamiaceae), clove EO from Syzygium aromaticum L. (Myrtaceae) and cinnamon EO from Cinnamomum zeylanicum Blume (Lauraceae) on the growth and development of mouse preimplantation embryos in vivo. Essential oils were added to commercial diet at concentrations of 0.25% for sage EO, thyme EO, clove EO, cinnamon EO and 0.1% for oregano EO, and fed to ICR female mice for 2 weeks ad libitum. Females were then mated with males of the same strain. Embryos obtained on Day 4 of pregnancy at the blastocyst stage were stained by morphological triple staining (Hoechst, PI, Calcein-AM) and evaluated using fluorescent microscopy. The effects of essential oils were estimated by the viability of embryos, number of nuclei and distribution of embryos according to nucleus number. Cinnamon EO significantly decreased the number of nuclei and the distribution of embryos according to nucleus number was significantly altered. Sage EO negatively influenced the distribution of embryos according to nucleus number. Clove and oregano EOs induced a significantly increased rate of cell death. Only thyme EO had no detectable effects on embryo development. In conclusion, none of the essential oils had any positive effect on embryo development, but some of them reduced the number of cells and increased the incidence of cell death.	thyme essential oils
1	Evaluation of the natural product antifoulant, zosteric acid, for preventing the attachment of quagga mussels--a preliminary study.The effectiveness of zosteric acid, a natural antifoulant from the marine seagrass Zostera marina, in preventing the attachment of quagga mussels, a biofouling bivalve, was investigated. Animals were exposed to water containing zosteric acid ranging from 0 to 1000 ppm, and their attachment to the container glass walls was tracked with time. 500 ppm zosteric acid was not effective at detaching animals that had already attached, but was able to prevent the attachment of most unattached animals for two days. The anti-fouling effect increased with higher concentration. Low concentrations (250 ppm and below) were not effective at preventing attachment; however, 1000 ppm zosteric acid prevented attachment of mussels for the first three days of zosteric acid exposure, and only 20% of the mussels were attached by day 4. In contrast, animals in control (no zosteric acid) solutions began to attach within one day. In conclusion, zosteric acid is an effective natural product deterrent of attachment of a biofouling bivalve.	zostera marina zosteric acid
1	Feeding deterrents from Zanthoxylum schinifolium against two stored-product insects.Screening for insecticidal principles from several Chinese medicinal herbs showed that the fruit pericarp of Zanthoxylum schinifolium possessed significant feeding deterrence against two stored-product insects (Tribolium castaneum and Sitophilus zeamais). From the methanol extract, two feeding deterrents were isolated by bioassay-guided fractionation. The compounds were identified as schinifoline and skimmianine from their spectroscopic data. Schinifoline has feeding deterrent activity against T. castaneum and S. zeamais adults with EC(50) values of 47.8 and 85.6 ppm respectively. Skimmianine possess feeding deterrent activity against T. castaneum and S. zeamais adults with EC(50) values of 75.7 and 129.7 ppm respectively.	t. castaneum Skimmianine
2	Antitumour effect of abrin on transplanted tumours in mice.Abrin, a galactose specific lectin was purified using sepharose 4B affinity column from seeds of Abrus precatorius. It exhibited antitumour activity in mice when used at a sublethal dose of 7.5 micrograms/kg every alternate day for 10 days. Both intralesional and intraperiloneal (i.p.) administration of abrin was effective in reducing solid tumour mass development induced by Dalton's Lymphoma Ascites (DLA) and Ehrlich's Ascites Carcinoma (EAC) cells. DLA cell line was more sensitive to abrin than EAC. Abrin when injected i.p. increased the life span of ascites tumour bearing mice. Abrin when used simultaneously with tumour cells brought about maximum antitumour effect. On developed tumour masses, abrin administration brought about significant reduction in tumour volume, especially in DLA induced tumours. Prophylactic administration of abrin was found ineffective.	abrus precatorius ascites tumour
1	Metabolism of hibifolin by human intestinal bacteria.Hibifolin, the highest-content bioactive flavonoid of the flowers of Abelmoschus manihot, was incubated with human intestinal bacteria, and four metabolites (1-4) were obtained from the incubated solution by chromatographic methods. The structures of the four metabolites were elucidated as gossypetin 8-O-beta-D-4''-deoxy- Delta(4'')-glucuropyranoside (1), gossypetin (2), quercetin (3), and 8-methoxy-quercetin (4), respectively, on the basis of UV, NMR, and MS data. Metabolite 1 was obtained as a new compound with a specific beta-D-4''-deoxy-Delta(4'')-glucuropyranosyl moiety, which was formed through a unique and novel metabolic pathway that has not been reported previously.	abelmoschus manihot beta-D-4''-deoxy-Delta(4'')-glucuropyranosyl
1	Total saponins extracted from Abrus cantoniensis Hance suppress hepatitis B virus replication in vitro and in rAAV8-1.3HBV transfected mice.ETHNOPHARMACOLOGICAL RELEVANCE: Hepatitis B, an infectious disease caused by hepatitis B virus (HBV), is still a serious problem affecting global public health. Abrus cantoniensis Hance (AC), a traditional Chinese medicinal herb, has been used as a folk medicine for treating hepatitis in China from ancient times. However, its active ingredients are still unclear. AIM OF STUDY: Our previous study indicated that saponins extracted from AC (ACS) were the active anti-HBV ingredients in AC. This study aimed to further investigate the anti-HBV effect of ACS in vitro and in vivo. MATERIALS AND METHODS: HepG2.2.15 cells which consecutively produce HBV DNA and HBV antigens were used for in vitro test, and C57BL/6 mice infected by a recombinant adeno-associated virus 8 vector carrying 1.3 copies of HBV genome (rAAV8-HBV1.3) were used for in vivo test. The histopathological changes and the immune indices were evaluated in mice model. Genechip was conducted to identify genes and pathways regulated by ACS in HepG2.2.15 cells. RESULTS: In this study, we confirmed that ACS treatment prominently inhibited production of HBV DNA, Hepatitis Be Antigen (HBeAg), and Hepatitis B surface antigen (HBsAg) in HepG2.2.15 cells. ACS treatment also decreased serum HBsAg, HBeAg, and HBV DNA level in rAAV8-1.3HBV transfected mice, which is in accordance with the in vitro results. Moreover, HBV infection-induced liver inflammation was significantly relieved by ACS, which could be observed in H&amp;E staining and immunohistochemistry of HBcAg. ACS treatment elevated IFN-gamma level in mice serum and increased CD4+ T cell percentage in splenocytes. KEGG pathway analysis showed that phenylalanine metabolism pathway and tyrosine metabolism pathway were greatly regulated by ACS treatment. CONCLUSION: ACS exerted potent inhibitory effects on HBV replication both in vivo and in vitro, which may provide basis for its potential clinical usage.	AC saponins
2	Sichuan pepper extracts block the PAK1/cyclin D1 pathway and the growth of NF1-deficient cancer xenograft in mice.There is increasing evidence that more than 70% of cancers including pancreatic, breast and prostate cancers as well as neurofibromatosis (NF) are highly addicted to abnormal activation of the Ser/Thr kinase PAK1 for their growth. So far FK228 is the most potent among the HDAC (histone deacetylase) inhibitors that block the activation of both PAK1 and another kinase AKT, downstream of PI-3 kinase. However, FK228 is still in clinical trials (phase 2) for a variety of cancers (but not for NF as yet), and not available for most cancer/NF patients. Thus, we have been exploring an alternative which is already in the market, and therefore immediately useful for the treatment of those desperate cancer/NF patients. Here we provide the first evidence that extracts of Chinese/ Japanese peppercorns (Zanthoxyli Fructus) from the plant Zanthoxylum piperitum called "Hua Jiao"/"Sansho", block selectively the key kinase PAK1, leading to the downregulation of cyclin D1. Unlike FK228, these extracts do not inhibit AKT activation at the concentrations that block either cancer growth or PAK1 activation. The Chinese pepper extract selectively inhibits the growth of NF1-deficient malignant peripheral nerve sheath tumor (MPNST) cells, without affecting the growth of normal fibroblasts, and suppresses the growth of NF1-deficient human breast cancer (MDA-MB-231) xenograft in mice. Our data suggest that these peppercorn extracts would be potentially useful for the treatment of PAK1-dependent NF such as MPNST, in addition to a variety of PAK1-dependent cancers including breast cancers.	hua jiao breast cancers
1	Fumigant toxicity of cassia and cinnamon oils and cinnamaldehyde and structurally related compounds to Dermanyssus gallinae (Acari: Dermanyssidae).The toxicity of two cassia oils, four cinnamon oils and (E)-cinnamaldehyde and (E)-cinnamic acid and 34 structurally related compounds to adult Dermanyssus gallinae (De Geer) collected from a poultry house was examined using a vapour-phase mortality bioassay. Results were compared with those of dichlorvos, a conventional acaricide. The cassia and cinnamon oils (cinnamon technical, cinnamon #500, cassia especial, cassia true, cinnamon bark and cinnamon green leaf) exhibited good fumigant toxicity (LD(50), 11.79-26.40 mug cm(-3)). alpha-Methyl-(E)-cinnamaldehyde (LD(50), 0.45 mug cm(-3)) and (E)-cinnamaldehyde (0.54 mug cm(-3)) were the most toxic compounds and the toxicity of these compounds was comparable to that of dichlorvos (0.30 mug cm(-3)). Potent fumigant toxicity was also observed in allyl cinnamate, ethyl-alpha-cyanocinnamate, (E)-2-methoxylcinnamic acid and (Z)-2-methoxylcinnamic acid (LD(50), 0.81-0.92 mug cm(-3)). Structure-activity relationships indicate that structural characteristics, such as types of functional groups and carbon skeleton rather than vapour pressure parameter, appear to play a role in determining toxicity. The essential oils and compounds described merit further study as potential acaricides for the control of D. gallinae populations as fumigants with contact action due to global efforts to reduce the level of highly toxic synthetic acaricides in the agricultural environment.	cinnamon (E)-cinnamaldehyde
2	Traditional herbal remedies used for the treatment of urinary schistosomiasis in Zimbabwe.A total of 286 traditional healers, 85% of them registered with the Zimbabwe National Traditional Healers' Association (ZINATHA), in five administrative provinces of Zimbabwe, were interviewed to assess their knowledge about the signs and symptoms of urinary schistosomiasis. Information on the names of plants used to treat Schistosoma haematobium infections was solicited. Haematuria was mentioned by 99% of the traditional healers to be the most obvious sign of S. haematobium infection. General body weakness, increased urinary frequency and pain on micturition also were reported to be some of the signs of infection. Eight plant materials were identified as the most commonly used for the treatment of S. haematobium. The plants were identified and parts collected to investigate their antischistosomal properties. The plant materials were prepared according to the guidelines of the traditional healers and their efficacy determined by administering the crude extracts orally to hamsters infected with S. haematobium cercariae. The results obtained suggested that plant extracts from Abrus precatorius (Leguminosae), Pterocarpus angolensis (Leguminosae) and Ozoroa insignis (Anacardiaceae) were lethal to adult schistosomes.	abrus precatorius schistosoma haematobium infections
